OFFENCE_CODE,STATUTE_CODE,DESCRIPTION,SEVERITY_RANKING,ACTIVE_FLAG,EXPIRY_DATE,HO_CODE
NE06001,NE06,Possess a pesticide containing a prescribed ingredient,93,N,2014-07-05 00:00:00,196/49
NR91009,NR91,Undertaker of works fail to comply with safety measures,93,Y,,195/99
NR91010,NR91,Undertaker of works fail to comply with directions of traffic authority,93,Y,,
NS96002,NS96,Fail to give / give a false name / address in response to a requirement of the Noise Act 1996,93,N,2014-07-05 00:00:00,138/20
NY91001,NY91,Carry on the business of a dealer in second-hand goods when not registered with the County Council,93,N,2014-07-05 00:00:00,099/99
NY91002,NY91,Registered second-hand dealer fail to record details of transactions,93,N,2014-07-05 00:00:00,099/99
NY91003,NY91,Registered second-hand dealer fail to record name and address of purchaser for sale over £100,93,N,2014-07-05 00:00:00,099/99
NY91004,NY91,Registered second-hand dealer fail to keep records of sales for period of 2 yrs,93,N,2014-07-05 00:00:00,099/99
AA97025,AA97,Sell for human consumption animal product containing an unauthorised substance,93,N,2018-04-16 00:00:00,
NY91005,NY91,Occupier of premises used by registered second-hand dealer fail to display registration certificate,93,N,2014-07-05 00:00:00,099/99
NY91006,NY91,Registered second-hand dealer acquiring goods value over £10 from u.16year old,93,N,2014-07-05 00:00:00,099/99
NY91007,NY91,Seller of goods to registered second-hand dealer giving false name and address,93,N,2014-07-05 00:00:00,099/99
NY91008,NY91,Intentionally obstruct an officer of the council,93,N,2014-07-05 00:00:00,099/99
NY91009,NY91,Fail to give authorised officer assistance / info for the purposes of exercise of functions under the Act,93,N,2014-07-05 00:00:00,099/99
NY91010,NY91,Make / recklessly make a statement which is false in a material particular.,93,N,2014-07-05 00:00:00,099/99
GV06001,GV06,Use / attempt to use / possess more than one driver card on which identified as holder - tachograph cards,93,Y,,811/90
GV06002,GV06,Cause use/possess of more than one drivers card on which identified as holder,93,Y,,811/03
GV06003,GV06,Permit use/possess of more than one drivers card on which identified as holder,93,Y,,811/03
GV06004,GV06,Use/attempt to use a drivers card on which not identified as holder,93,Y,,811/90
GV06005,GV06,Cause use/attempt to use a drivers card on which not identified as holder,93,Y,,814/04
GV06006,GV06,Permit use/attempt to use a drivers card on which not identified as holder,93,Y,,814/04
GV06007,GV06,W/i to deceive make a false statement or alter/forge a document to obtain a drivers card,93,Y,,814/04
GV06008,GV06,W/i to deceive cause the making of a false statement or the alteration/forging a document to obtain a drivers card,93,Y,,814/04
GV06009,GV06,W/i to deceive permit the making of a false statement or the alteration/forging a document to obtain a drivers card,93,Y,,814/04
GV06010,GV06,"Use/possess drivers card, application for it made with intent to deceive a false statement or altered/forge document",93,Y,,814/04
GV06011,GV06,Cause use/possession of drivers card application for it made with intent to deceive a false statement or altered/forge document,93,Y,,814/04
GV06012,GV06,Permit use/possession of drivers card application for it made with intent to deceive a false statement or altered/forge document,93,Y,,814/04
GV06013,GV06,Use/possess drivers card which had been altered/forge document,93,Y,,814/04
GV06014,GV06,Cause use/possession of a drivers card which had been altered/forge document,93,Y,,814/04
GV06015,GV06,Permit use/possession of a drivers card which had been altered/forge document,93,Y,,814/04
GV06016,GV06,Use/attempt to use/possess more than one workshop card on which identified as owner or more than one PIN,93,Y,,811/04
GV06017,GV06,Cause use/possession of more than one workshop card on which identified as owner or more than one PIN,93,Y,,811/03
EA06005,EA06,Falsify anything provided/ produced in accordance with Sch 2 para 9 notice/para 12(2) order,93,N,2014-07-05 00:00:00,
EA06006,EA06,Make a false statement in oral evidence in accordance with a Sch 2 para 9 notice,93,N,2014-07-05 00:00:00,
CD71015C,CD71,Conspire to commit arson,20,Y,,056/02
CD71016C,CD71,Conspire to commit arson with intent to endanger life,20,Y,,056/01
FA06001A,FA06,Dishonestly attempt to make false representation to make gain for self/another or cause loss to other/expose other to risk,74,N,2018-06-30 00:00:00,053/40
FA06001C,FA06,Conspire to dishonestly make false representation to make gain for self/another or cause loss to other/expose other to risk,74,Y,,053/40
FA06002A,FA06,Attempt fraud by failing to disclose information - Fraud Act 2006,74,N,2018-06-30 00:00:00,053/41
FA06002C,FA06,Conspire to dishonestly fail to disclose information to make a gain for self/another or to cause loss to other/expose other to a loss,74,Y,,053/41
FA06003A,FA06,Attempt to commit fraud by abuse of position,74,N,2018-06-30 00:00:00,053/42
FA06003C,FA06,Conspire to commit fraud by abuse of position,74,Y,,053/42
FA06007A,FA06,Attempt to dishonestly obtain services,74,Y,,053/46
FA06009C,FA06,Conspire to dishonestly obtain services,74,Y,,053/46
FI68417A,FI68,Attempt to possess a smooth-bore gun,93,Y,,081/72
MD71513,MD71,Incite another to supply a class C controlled drug,33,Y,,092/92
MD71514,MD71,Incite another to supply a class B controlled drug,33,Y,,092/91
MD71515,MD71,Incite another to supply a class A controlled drug,33,Y,,092/90
PB89006,PB89,Corruptly solicit / receive / agree to receive a gift / loan / fee / reward / advantage,77,Y,,099/11
PB89007,PB89,Incite another to corruptly solicit / receive a gift / loan / fee / advantage - Public Bodies Corrupt Practices Act 1889,77,Y,,099/99
PB89008,PB89,Corruptly give / promise / offer a gift / loan / fee / advantage,77,Y,,099/11
PB89009,PB89,Conspire to corruptly give / promise / offer a gift / loan / fee / advantage - Public Bodies Corrupt Practices Act 1889,77,Y,,099/99
PB89010,PB89,Incite another to corruptly give / promise / offer a gift / loan / fee etc - Public Bodies Corrupt Practices Act 1889,77,Y,,099/99
PT05001C,PT05,Conspire to contravene an obligation imposed by a control order,93,Y,,066/40
CP96002,CP96,Publisher / editor / programmer contravene section 37 reporting restrictions,93,Y,,
MC05003,MC05,Make a false statement in application to the Public Guardian for registration of doc for lasting power of attorney,93,Y,,095/39
MC05004,MC05,Make a false statement in an application for registration re actual/impending incapacity of donor,93,Y,,095/39
TP47058,TP47,Driver of hackney carriage refuse to drive when requested by passenger,125,Y,,173/04
CM07001,CM07,Corporate Manslaughter,93,Y,,004/10
FI68439,FI68,Sell/supply an air weapon using self contained gas cartridge system,93,Y,,081/17
CJ91047,CJ91,Make off from a prison while subject to a s.86A(2)(b) requirement to await the arrival of a constable - CJA 1991,107,Y,,195/99
CJ94040,CJ94,Make off from a secure training centre while subject to s.9A requirement to await the arrival of a constable - CJPO 1994,107,Y,,195/99
RT88567,RT88,Fail to give information relating to the identification of the driver /  rider of a vehicle when required,125,Y,,099/99
TC90028,TC90,Cause the contravention of a stop notice,93,Y,,094/02
SX56114,SX56,Party to/procuring commission of act of gross indecency with another man in public (both over 16),41,N,2014-07-05 00:00:00,024/13
SX67002,SX67,Living on earnings of male prostitution,111,N,2004-04-30 00:00:00,024/11
SX56082,SX56,Buggery (by person 18 to 20 with male aged 16 or 17),38,N,2009-05-23 12:31:23,016/14
SX56029,SX56,Indecent assault on boy (under 16),106,N,2004-04-30 00:00:00,017/11
SX56019A,SX56,Attempted buggery (with animal),38,N,2006-08-17 17:08:20,016/22
SX56103,SX56,Buggery of male under 16 by person also under 16,38,N,2004-04-30 00:00:00,016/12
SX56052,SX56,Encouraging prostitution of female defective,112,N,2014-07-05 00:00:00,024/07
SX56036,SX56,Abducting unmarried girl under 16,48,N,2004-04-30 00:00:00,025/03
SX56015A,SX56,Attempted buggery (with male 16 or over without consent),38,N,2006-08-17 17:08:20,
SX56027,SX56,Indecent assault on woman (16 or over),64,Y,,020/02
RT88002,RT88,Reckless driving,114,N,2006-08-17 17:08:20,
SX56100,SX56,Man of 18 to 20 party to/procure indecency between men (one under 18).,109,N,2006-08-17 17:08:20,018/04
SX56050,SX56,Encouraging indecent assault on girl under 16,37,N,2014-07-05 00:00:00,024/05
SX56011,SX56,Incest by a woman,40,N,2004-04-30 00:00:00,023/02
SX56105,SX56,Buggery by person aged 18 to 20 with male under 16 years old,38,N,2006-08-17 17:08:20,016/23
MD71495,MD71,Produce Ketamine - class C controlled drug,36,Y,,093/60
SX03209,SX03,Care worker cause mentally disordered person to watch a sexual act - SOA 2003,12,Y,,070/24
SX03208,SX03,Care worker engage in sexual activity in the presence of mentally disordered person - SOA 2003,12,Y,,070/23
MD71496,MD71,Being concerned in production of Ketamine - class C  controlled drug,36,Y,,093/60
MD71497,MD71,Supply Ketamine - class C controlled drug,36,Y,,093/66
MD71498,MD71,Offer to supply Ketamine - class C controlled drug,36,Y,,093/66
MD71499,MD71,Being concerned in the supply of Ketamine - class C controlled drug,36,Y,,093/66
MD71500,MD71,Possess Ketamine - class C controlled drug,36,Y,,093/72
MD71501,MD71,Possess Ketamine with intent to supply - class C controlled drug,36,Y,,093/78
MD71502,MD71,Permit use of premises for supply of ketamine,36,Y,,093/84
ME05001,ME05,Sale /supply of starting materials for use in manufacture of relevant medicinal products,36,N,2014-07-05 00:00:00,091/65
AR55074,AR55,Escape from lawful custody,47,Y,,099/99
SS92036,SS92,Dishonestly make a false statement to obtain a benefit / advantage / payment,77,Y,,053/33
SS92037,SS92,Dishonestly produce / furnish a false statement / representation to obtain social security benefit / advantage / payment,77,Y,,053/33
SS92038,SS92,Dishonestly cause production of false statement / representation to obtain social security benefit / advantage / payment,77,Y,,053/33
SS92039,SS92,Dishonestly fail notify change of circumstances affecting entitlement to social security benefit / advantage / payment,77,Y,,053/33
SS92040,SS92,Dishonestly cause other to fail to give prompt notice of change of circs re entitlement to benefit / advantage / payment,77,Y,,053/33
AD70002,AD70,Concert with another to harass a debtor - Admin. of Justice Act 1970,93,Y,,195/99
AD70003,AD70,Falsely represent re money claimed that criminal proceedings lie re failure to pay - Admin. of Justice Act 1970,93,Y,,195/99
GV06018,GV06,Permit use/possession of more than one workshop card on which identified as owner or more than one PIN,93,Y,,811/03
GV06019,GV06,Use / attempt to use workshop card on which not identified as holder - tachograph cards,93,Y,,811/04
GV06020,GV06,Cause use of a workshop card  PIN of which not the identified holder,93,Y,,814/04
GV06021,GV06,Permit use of a workshop card/PIN of which not the identified holder,93,Y,,814/04
GV06022,GV06,Use / attempt to use workshop card / PIN unconnected with place of work - tachograph cards,93,Y,,811/04
GV06023,GV06,Cause use of a workshop card/PIN in circ's unconnected with place of work for which issued,93,Y,,811/03
GV06024,GV06,Permit use of workshop card / PIN unconnected with place of work - tachograph cards,93,Y,,811/03
GV06025,GV06,W/i to deceive make a false statement or alter/forge a document to obtain a workshop/PIN,93,Y,,814/04
GV06026,GV06,W/i to deceive cause the making of a false statement or altering/forging of a document to obtain a workshop card/PIN,93,Y,,814/04
GV06027,GV06,W/i to deceive permit the making of a false statement or altering/forging of a document to obtain a workshop card/PIN,93,Y,,814/04
GV06028,GV06,Use/possess a workshop card/PIN application for it made w/i to deceive by a false statement or altered/forge document,93,Y,,814/04
GV06029,GV06,Cause use/possession of a forged/altered workshop card/PIN application for it made w/i to deceive by a false statement or altered/forge document,93,Y,,814/04
GV06030,GV06,Permit use/possession of a forged/altered workshop card/PIN application for it made w/i to deceive by a false statement/altered/forge document,93,Y,,814/04
GV06031,GV06,Use/possess a forged/altered workshop card,93,Y,,814/04
GV06032,GV06,Cause use/possession of a forged/altered workshop card,93,Y,,814/04
GV06033,GV06,Permit use/possession of a forged/altered workshop card,93,Y,,814/04
GV06034,GV06,Holder of workshop card divulge to / permit another to use a PIN used in connection with it - tachograph cards,93,Y,,811/04
GV06035,GV06,Cause holder of workshop card divulge to/permit use by another a PIN used in connection with it,93,Y,,811/03
GV06036,GV06,Permit holder of workshop card divulge to/permit use by another a PIN used in connection with it,93,Y,,811/03
GV06037,GV06,Person to whom card issued fail to notify Secretary of State and provide information of loss / theft - tachograph cards,93,Y,,811/04
GV06038,GV06,Fail to return lost / stolen card or to take steps to take possession and return it - tachograph cards,93,Y,,811/04
GV06039,GV06,Person to whom tachograph card issued fail to notify Secretary of State and provide information of damage / malfunction,93,Y,,811/04
GV06040,GV06,Card holder fail to notify / to surrender card where details of holder cease to be correct - tachograph cards,93,Y,,811/04
GV06041,GV06,Fail to surrender card issued in error/by omission where notice in writing served requiring same,93,Y,,811/04
GV06042,GV06,Fail to surrender to S of S a tachograph card used w/o authority/ falsified/ etc`,93,Y,,811/04
PN04001,PN04,Neglect / refuse to provide information / produce document when required to do so by an inspector under s 72 of the Act,93,Y,,196/53
PN04002,PN04,"Delay / obstruct an inspector exercising powers of inspection under s 73, 74 or 75 of the Act",93,Y,,196/53
PN04003,PN04,Neglect/refuse to produce/secure production of document to an inspector exercising powers under s 75 of the Act,93,Y,,196/53
PN04004,PN04,Neglect /refuse to answer a question/provide information when so required by an inspector,93,Y,,196/53
PN04005,PN04,Provide false/misleading information to Regulator re s 62/64/72/75 or in applying for registration of pension scheme,93,Y,,098/08
TC90029,TC90,Permit the contravention of a stop notice,93,Y,,094/02
MD71516,MD71,Incite another to supply a controlled drug of unspecified class,36,Y,,092/93
MD71424A,MD71,Attempt to cultivate cannabis plant a class C controlled drug,36,N,2009-05-23 15:11:45,092/26
PL97016,PL97,With intent to deceive make a false criminal record / conviction certificate,93,Y,,195/52
PL97017,PL97,With intent to deceive alter a criminal record / conviction certificate,93,Y,,195/52
PL97018,PL97,With intent to deceive used a criminal record / conviction certificate,93,Y,,195/52
PL97019,PL97,With intent to deceive allowed other to use criminal record / conviction certificate,93,Y,,195/52
PL97020,PL97,Make a false statement to obtain a criminal record / conviction certificate,93,Y,,195/52
PL97021,PL97,Member of registered body make unauthorised disclosure of information re criminal record certificate,93,Y,,195/65
PL97022,PL97,Member of unregistered body make unauthorised disclosure of information re criminal record certificate,93,Y,,195/65
PL97023,PL97,Make unauthorised disclosure of information following application re criminal record certificate,93,Y,,195/65
PL97024,PL97,Employee make unauthorised disclosure of information provided re criminal record certificate,93,Y,,195/65
PL97025,PL97,Disclose information unlawfully disclosed re criminal record certificate,93,Y,,195/65
CS06137,CS06,Fail to comply with requirement of s.805 re right on payment of fee to inspect and request copy of reports,93,Y,,195/99
CS06181,CS06,W/o consent carry on business in UK under name giving impression connected with HM Gov or local/public body,93,Y,,195/99
FM07001,FM07,Contravene the Foot and Mouth Disease (Export Restrictions) Regulations 2007 (England),93,Y,,
CS06164,CS06,Fail to comply with requirements of s.999 re alteration of company articles,93,Y,,195/99
CS06165,CS06,Make application for voluntary striking off under s.1003 in contravention of s.1004,93,Y,,099/99
BA07001,BA07,Abscond from a designated immigration officer having been detained under section 2,107,Y,,
BA07002,BA07,Assault a designated immigration officer exercising section 2  detention powers,101,Y,,
BA07003,BA07,Obstruct a designated immigration officer exercising section 2 detention powers,107,Y,,
BA07004,BA07,Assault an immigration officer,101,Y,,
BA07005,BA07,Disclose information relating to identity of person which is specified in / can be deduced from that disclosure,107,Y,,
WR91091,WR91,Take / use water in contravention of drought order prohibition / limitation / condition - Water Resources Act 1991,93,Y,,099/99
SV06021,SV06,Contravene regulations in relation to a controlled activity,93,Y,,196/81
FI68281,FI68,Fail to give full details in notice to police of shotgun transaction authorised by visitor's permit,93,Y,,115/88
PB89006I,PB89,Incite another to corruptly solicit / receive a gift / loan / fee / advantage,93,Y,,099/99
PB89008C,PB89,Conspire to corruptly give / promise / offer a gift / loan / fee / advantage,93,Y,,099/99
PB89008I,PB89,Incite another to corruptly give / promise / offer a gift / loan / fee etc - Public Bodies Corrupt Practices Act 1889,93,Y,,099/99
RT88505,RT88,Carry motorcycle passenger in improper manner,125,Y,,824/02
RT88506,RT88,Carry more than one passenger on motorcycle,125,Y,,824/02
CM07002,CM07,Organisation convicted of corporate manslaughter / corporate homicide fail to comply with remedial order,93,Y,,
AD70004,AD70,Falsely represent self to be authorised in official capacity to claim / enforce payment - Admin. of Justice Act 1970,93,Y,,195/99
AD70005,AD70,Utter a document falsely representing it to have official character,93,Y,,195/99
AN05001,AN05,Recklessly / negligently act in manner likely to endanger aircraft - Air Navigation Order 2005,93,Y,,099/79
AN05003,AN05,Recklessly / negligently caused / permitted an aircraft to endanger person / property,93,Y,,099/80
AN05007,AN05,Entered an aircraft when drunk - Air Navigation Order 2005,93,Y,,099/43
AN05008,AN05,Drunk in an aircraft - Air Navigation Order 2005,93,Y,,099/43
AN05009,AN05,Aircraft crew member under influence of drink - Air Navigation Order 2005,93,Y,,099/43
AN05010,AN05,Aircraft crew member under influence of a drug - Air Navigation Order 2005,93,Y,,099/43
AN05011,AN05,Carried to act as aircraft crew under influence of drink - Air Navigation Order 2005,93,Y,,099/43
AN05012,AN05,Carried to act as aircraft crew under influence of a drug - Air Navigation Order 2005,93,Y,,099/43
AN05013,AN05,Smoking in aircraft,93,Y,,155/11
AN05014,AN05,Fail to obey command of commander of aircraft,93,Y,,155/15
AN05015,AN05,"While on aircraft use threatening, abusive, insulting words towards a member of crew",93,Y,,155/16
AN05016,AN05,"While on aircraft behave in threatening, abusive, insulting manner towards a member of crew",93,Y,,155/16
AN05017,AN05,Aircraft passenger interfere with performance of crew member - Air Navigation Order 2005,93,Y,,099/44
AN05018,AN05,Stowing away on aircraft,93,Y,,155/09
AA06001,AA06,Fail to wear protective clothing/footwear and meets other criteria when entering quarantine centre/facility,93,Y,,099/96
AA06002,AA06,Without authority of veterinary inspector remove live captive bird from quarantine centre/facility,93,Y,,099/96
AA06003,AA06,Without authority of veterinary inspector remove/dispose captive bird carcase which had died in quarantine,93,Y,,099/96
AA06004,AA06,Obstruct person acting in the execution of these Regulations,93,Y,,108/16
AA06005,AA06,Fail to give to person acting in execution of regulations assistance/info required for purposes of their functions,93,Y,,108/16
AA06006,AA06,Furnish to person acting in execution of these Reg¿s false/misleading information,93,Y,,099/96
AS03016,AS03,Fail provide n/a to authorised officer for issue of FPT re graffiti / fly posting,93,Y,,138/19
AS03017,AS03,Provide false n / a to authorised officer issue of FPT re graffiti / fly posting - Anti-social Behaviour Act,93,Y,,138/19
AT01036,AT01,Contravene either way offence under regs relating to security of the nuclear industry made under s.77,93,Y,,099/72
AT01037,AT01,Contravene a summary offence under regs relating to the security of the nuclear industry made under s.77,93,Y,,125/62
AR55070,AR55,Malinger - falsely pretends to be suffering from sickness or disability,93,N,2014-07-05 00:00:00,099/99
AR55071,AR55,Malinger - injure self / cause self to be injured with intent thereby to render self unfit for service,93,N,2014-07-05 00:00:00,099/99
AR55072,AR55,Malinger - injure another subject to service law at their instance with intent to render that person unfit for service,93,N,2014-07-05 00:00:00,099/99
AR55073,AR55,Malinger - with intent to render/keep self unfit for service do/fail to do any thing prolonging etc sickness/disability,93,N,2014-07-05 00:00:00,099/99
AI04007,AI04,Employ person subject to immigration control who has attained 16 years of age,93,N,2018-04-16 00:00:00,078/22
AV90061,AV90,Without reasonable excuse fail to comply with an enforcement notice,93,N,2014-07-05 00:00:00,098/04
PN04006,PN04,Disclosed restricted information in contravention of s 82 of the Act,93,Y,,098/08
PN04007,PN04,Neglect/refuse to provide information/produce document when required by notice under s 191 of the Act,93,Y,,098/08
PN04008,PN04,Delay/obstructs an appointed person exercising power of entry under s 192 of the Act,93,Y,,098/08
PN04009,PN04,Neglect/refuse to produce/secure production of document under s 192 of the Act,93,Y,,098/08
PN04010,PN04,Neglect/refuse to answer question/provide information when required under s 192 of the Act,93,Y,,098/08
PN04011,PN04,Provide false/misleading information in purported compliance with requirement under s 190 to 192  or used by the Board,93,Y,,098/08
PN04012,PN04,Disclose restricted information in contravention of s 197 of the Act,93,Y,,098/08
PN04013,PN04,Refuse/fail to attend Tribunal or give evidence following the issue of a summons,93,Y,,196/53
PN04014,PN04,Alter/suppress/conceals/destroy/refuse to produce document required in Tribunal proceedings,93,Y,,098/08
PN04015,PN04,Alter/suppress/conceal/destroy a document required to produce under s72 or 75,93,Y,,098/08
PN04016,PN04,Alter/suppress/conceal/destroy a document required to produce under s191 or 192,93,Y,,098/08
PP05001,PP05,"Place on market any plant protection product not approved under regs 5, 7, 8 or 11 or equivalent",93,N,2014-07-05 00:00:00,098/25
PP05002,PP05,"Use plant protection product not approved by regs 5, 7, 8 or 11 or equivalent",93,N,2014-07-05 00:00:00,098/25
PP05003,PP05,Contravene requirement / condition of standard approved plant protection product required by reg,93,N,2014-07-05 00:00:00,098/25
PP05004,PP05,Cause contravention of requirement / condition of standard approved plant protection product required by reg,93,N,2014-07-05 00:00:00,098/25
PP05005,PP05,Permit contravention of requirement / condition of standard approved plant protection product required by reg,93,N,2014-07-05 00:00:00,098/25
PP05006,PP05,Contravene requirement / condition of provisionally  approved plant protection product required by reg,93,N,2014-07-05 00:00:00,098/25
PP05007,PP05,Cause contravention of requirement / condition of provisionally approved plant protection product required by reg,93,N,2014-07-05 00:00:00,098/25
PP05008,PP05,Permit contravention of requirement / condition of provisionally approved plant protection product required by reg,93,N,2014-07-05 00:00:00,098/25
PP05009,PP05,Contravene any requirement / condition of an approval granted under this reg,93,N,2014-07-05 00:00:00,098/25
PP05010,PP05,Cause contravention of any requirement / condition of an approval granted under this reg,93,N,2014-07-05 00:00:00,098/25
PP05011,PP05,Permit contravention of any requirement / condition of an approval granted under this reg,93,N,2014-07-05 00:00:00,098/25
PP05012,PP05,Contravene any requirement/condition re research and development under this reg,93,N,2014-07-05 00:00:00,098/25
PP05013,PP05,Cause any contravention of any requirement/condition re research/development under this reg,93,N,2014-07-05 00:00:00,098/25
PP05014,PP05,Permit any contravention of any requirement/condition re research/development under this reg,93,N,2014-07-05 00:00:00,098/25
PP05015,PP05,Contravene any extension of approved use under this reg,93,N,2014-07-05 00:00:00,098/25
PP05016,PP05,Cause contravention any extension of approved use under this reg,93,N,2014-07-05 00:00:00,098/25
PP05017,PP05,Permit contravention any extension of approved use under this reg,93,N,2014-07-05 00:00:00,098/25
PP05018,PP05,Contravene any requirement/condition re mutual recognition of approvals under this reg,93,N,2014-07-05 00:00:00,098/25
PP05019,PP05,Cause contravention of any requirement/condition re mutual recognition of approvals under this reg,93,N,2014-07-05 00:00:00,098/25
PP05020,PP05,Permit contravention of any requirement/condition re mutual recognition of approvals under this reg,93,N,2014-07-05 00:00:00,098/25
CM07003,CM07,Organisation convicted of corporate manslaughter/homicide fail to comply with order to publish particulars of offence,93,Y,,
PC02024,PC02,Tipping off - regulated sector - Proceeds of Crime Act 2002,93,Y,,038/07
PC02025,PC02,Tipping off - disclose investigation into allegation of offence committed being considered - Proceeds of Crime Act 2002,93,Y,,038/07
PT00054,PT00,Tipping off - disclosure to constable / revenue and customs / nominated officer - Terrorism Act 2000,93,Y,,038/07
PT00055,PT00,Tipping off - disclose investigation into allegation of offence committed being considered - Terrorism Act 2000,93,Y,,038/07
TR68404,TR68,Driver fail to provide transport undertakings with sufficient info to enable not to contravene Com Driver Hrs Reg¿s,125,N,2014-07-05 00:00:00,811/02
TR68405,TR68,Fail before end of delivery period to deliver record sheet/manual record to transport undertaking,125,Y,,811/02
TR68406,TR68,"Transport undertaking fail to comply with s. 97D, 97E, or with a requirement imposed under s. 97F",125,N,2014-07-05 00:00:00,811/02
TR68407,TR68,Transport undertaking fail comply with Art 10 Comm Drivers¿ Hours Reg¿s re retention of data downloaded re s. 97D to 97F,125,N,2014-07-05 00:00:00,811/02
TR68408,TR68,Fail to make accessible to officer either on/from premises occupied/controlled by a person that person¿s retained data,93,Y,,811/02
CL67013,CL67,Cause wasteful employment of police - offender under 16 - PILOT FORCES ONLY,93,Y,,195/53
CY33052,CY33,Sell tobacco to person under 16 years of age - Children and Young Persons Act 1933 - PILOT FORCES ONLY,93,Y,,144/01
RO88002,RO88,Drive vehicle in contravention of prohibition of failure to make payment of financial penalty deposit,125,Y,,825/09
RO88003,RO88,Cause driving of vehicle in contravention of prohibition of failure to pay financial penalty deposit,125,Y,,825/09
RO88004,RO88,Permit driving of vehicle in contravention of prohibition of failure to pay financial penalty deposit,125,Y,,825/09
RO88005,RO88,Fail to comply within reasonable time with direction by PC/examiner to move vehicle/trailer as required,125,Y,,825/09
SX56096C,SX56,Conspire to manage / assist in the management of a brothel,110,Y,,107/01
AA97001,AA97,Sold for administration to an animal stilbene or thyrostatic substance or product containing that substance,93,N,2018-04-16 00:00:00,091/69
AA97002,AA97,Possess a beta-agonist / hormonal substance without a section 8 Medicines Act 1968 licence,93,Y,,091/69
AA97003,AA97,Possess product containing beta-agonist / hormonal substance without a licence / authority,93,Y,,091/69
AA97004,AA97,Person other than a vet possess on a farm beta-agonist product,93,N,2018-04-16 00:00:00,091/69
AA97005,AA97,Administer/knowingly cause/permit to be administered to an animal any beta-agonist/ hormonal substance/product,93,Y,,091/69
AA97006,AA97,Administer/knowingly cause/permit to be administered to an animal an unlicensed substance/product,93,Y,,091/69
AA97007,AA97,Contravene prohibition on the administration of certain substances to food-producing animals,93,N,2018-04-16 00:00:00,091/69
AA97008,AA97,Slaughter / possess on farm animal intended for use for human consumption containing beta-agonist / hormonal substance,93,N,2018-04-16 00:00:00,091/69
AA97009,AA97,Possess meat of animal intended for use for human consumption containing beta-agonist / hormonal substance,93,N,2018-04-16 00:00:00,091/69
AA97010,AA97,Sell / supply for slaughter for human consumption animal which contains unauthorised substance / product,93,N,2018-04-16 00:00:00,091/69
AA97011,AA97,Sell for human consumption product derived from an animal the sale / supply for slaughter prohibited by regulation 9,93,N,2018-04-16 00:00:00,091/69
AA97012,AA97,Dispose of carcase / offal of animal slaughtered under regulation 22 for human / animal consumption,93,N,2018-04-16 00:00:00,091/69
AV90062,AV90,Intentionally interfere with any building constructed / works done etc on land in compliance with enforcement order,93,N,2014-07-05 00:00:00,098/04
AV90063,AV90,make false statement in answer to question re baggage / cargo / stores on a ship,93,Y,,196/36
AV90064,AV90,Make false statement for the purpose of / in connection with an application for I.D. documents,93,N,2014-07-05 00:00:00,196/36
AV90065,AV90,Make false statement in connection with the continued holding of I.D. documents by self / another,93,N,2014-07-05 00:00:00,196/36
AV90066,AV90,Go with / without a vehicle / vessel onto/ into a restricted zone of a harbour area,93,N,2014-07-05 00:00:00,196/36
AV90067,AV90,Remain in any part of a restricted zone of a harbour area after request to leave by harbour authority,93,N,2014-07-05 00:00:00,196/36
AV82067,AV82,Failing to comply with enforcement notice under section 18A - Aviation Security Act 1982,93,Y,,098/23
AV82068,AV82,Interfering with buildings / works / installations in compliance with enforcement notice - Aviation Security Act 1982,93,Y,,098/24
AV82069,AV82,Place a device / substance to destroy aircraft,93,Y,,036/02
AV82070,AV82,Destroy/ damage / interfere with air navigation facilities,93,Y,,036/02
AV82071,AV82,Inducing offence against aircraft outside United Kingdom,93,Y,,036/02
BA76004,BA76,Arrest by a constable as unlikely to surrender to custody - NOT an offence,93,Y,,
BA76005,BA76,Arrest by constable for breaking/likely to break bail conditions - NOT an offence,93,N,2018-06-30 00:00:00,
BA76006,BA76,Arrest by constable - surety notifying desire to withdraw from acting as such,93,Y,,000/00
CV68001,CV68,During subsistence of residential contract deprive occupier of residential site,93,Y,,087/03
CV68003,CV68,After expiration/ determination of residential site remove/exclude caravan from site,93,Y,,087/03
CV68004,CV68,During/after expiration/ determination of residential site w/I cause occupier to abandon etc caravan,93,Y,,087/03
CV68005,CV68,Owner/agent of protected site interfere  with peace/comfort of occupier,93,Y,,087/03
CV68006,CV68,Owner/agent of protected site persistently withdraw/withhold services,93,Y,,087/03
CS00001,CS00,Carry on / manage establishment / agency not registered under Pt II of Care Standards Act 2000 - 1st offence,93,N,2014-07-05 00:00:00,196/62
CS00002,CS00,Fail to comply with any condition in force re establishment / agency under the Care Standards Act 2000,93,N,2014-07-05 00:00:00,196/62
CS00003,CS00,Fail to comply with any regulation made under Care Standards Act 2000,93,N,2014-07-05 00:00:00,196/62
CS00004,CS00,With intent to deceive name / hold premises out to be establishment / agency of a particular description,93,N,2014-07-05 00:00:00,196/62
CS00005,CS00,W/i to deceive name / hold premises out to be establishment / agency able to provide service which contravened condition,93,N,2014-07-05 00:00:00,196/62
CS00006,CS00,Knowingly make false / misleading statement in application / for registration / variation of condition,93,N,2014-07-05 00:00:00,196/62
CS00007,CS00,Registered person re establishment / agency fail to affix Cert of Reg in conspicuous position in premises,93,N,2014-07-05 00:00:00,196/62
